0	1	0.5
1	1	0.5
2	1	0.5
3	1	0.5
4	2	-48.5
5	19	-46.5
6	34	-36.5
7	44	-23.5
8	50	-7.5
9	51	9.5
10	68	0.5
11	85	-13.5
12	64	-21.5
13	75	-41.5
14	52	-41.5
15	57	-64.5
16	35	-55.5
17	31	-79.5
18	13	-63.5
19	2	-84.5
20	-10	-63.5
21	-28	-78.5
22	-53	-91.5
23	-82	-98.5
24	-43	-121.5
25	-16	-103.5
26	1	-129.5
27	19	-103.5
28	47	-121.5
29	54	-90.5
30	85	-98.5
31	83	-67.5
32	102	-34.5
33	115	-63.5
34	121	-98.5
35	118	-139.5
36	79	-133.5
37	63	-170.5
38	28	-151.5
39	0	-181.5
40	-26	-151.5
41	-61	-171.5
42	-77	-133.5
43	-116	-138.5
44	-118	-99.5
45	-156	-89.5
46	-160	-134.5
47	-153	-181.5
48	-80	-222.5
49	-35	-204.5
50	1	-237.5
51	37	-205.5
52	106	-180.5
53	82	-221.5
54	47	-260.5
55	1	-291.5
56	1	-291.5
57	-45	-259.5
58	-101	-276.5
59	-101	-276.5
60	-131	-228.5
61	-189	-224.5
62	-189	-224.5
63	-202	-169.5
64	-204	-118.5
65	-196	-70.5
66	-233	-40.5
67	-264	2.5
68	-264	2.5
69	-288	51.5
70	-288	51.5
71	-305	110.5
72	-305	110.5
73	-311	179.5
74	-311	179.5
75	-354	62.5
76	-354	62.5
77	-325	0.5
78	-325	0.5
79	-353	-61.5
80	-353	-61.5
81	-304	-112.5
82	-304	-112.5
83	-288	-49.5
84	-288	-49.5
85	-246	-90.5
86	-252	-146.5
87	-252	-146.5
88	-248	-208.5
89	-311	-179.5
90	-311	-179.5
91	-248	-208.5
92	-229	-275.5
93	-229	-275.5
94	-162	-281.5
95	-162	-281.5
96	-122	-337.5
97	-122	-337.5
98	-55	-320.5
99	-55	-320.5
100	1	0.5
101	1	0.5
102	-16	-46.5
103	-32	-56.5
104	-31	-36.5
105	-49	-41.5
106	-53	-64.5
107	-80	-68.5
108	-72	-42.5
109	-99	-35.5
110	-126	-22.5
111	-106	0.5
112	-128	24.5
113	-155	0.5
114	-178	32.5
115	-145	53.5
116	-156	92.5
117	-196	72.5
118	-204	119.5
119	-159	135.5
120	-151	182.5
121	-202	170.5
122	-189	224.5
123	-189	224.5
124	-131	229.5
125	-100	275.5
126	-100	275.5
127	-46	260.5
128	0	293.5
129	0	293.5
130	47	261.5
131	0	237.5
132	-36	205.5
133	-81	222.5
134	-104	181.5
135	-61	171.5
136	-76	135.5
137	-116	140.5
138	-118	100.5
139	-82	100.5
140	-81	69.5
141	-111	65.5
142	-99	37.5
143	-73	42.5
144	-61	23.5
145	-83	15.5
146	-65	0.5
147	-83	-14.5
148	-61	-21.5
149	-42	-24.5
150	-47	-8.5
151	-48	9.5
152	-42	24.5
153	-49	42.5
154	-54	65.5
155	-52	93.5
156	-43	122.5
157	-26	154.5
158	1	182.5
159	37	206.5
160	83	222.5
161	101	276.5
162	101	276.5
163	133	228.5
164	189	223.5
165	189	223.5
166	249	208.5
167	249	208.5
168	310	177.5
169	310	177.5
170	231	275.5
171	231	275.5
172	163	280.5
173	163	280.5
174	123	337.5
175	123	337.5
176	58	319.5
177	58	319.5
178	0	358.5
179	0	358.5
180	-55	318.5
181	-55	318.5
182	-122	335.5
183	-122	335.5
184	-162	280.5
185	-162	280.5
186	-231	276.5
187	-231	276.5
188	-247	209.5
189	-247	209.5
190	-253	147.5
191	-248	91.5
192	-232	42.5
193	-208	-0.5
194	-178	-31.5
195	-145	-53.5
196	-112	-64.5
197	-104	-180.5
198	1	0.5
199	1	0.5
200	1	0.5
201	1	0.5
202	44	25.5
203	63	23.5
204	85	15.5
205	108	0.5
206	130	-21.5
207	147	-52.5
208	158	-90.5
209	162	-133.5
210	153	-180.5
211	134	-228.5
212	100	-274.5
213	57	-319.5
214	0	-358.5
215	57	-319.5
216	0	-358.5
217	123	-336.5
218	123	-336.5
219	163	-280.5
220	163	-280.5
221	231	-274.5
222	231	-274.5
223	250	-207.5
224	250	-207.5
225	311	-180.5
226	311	-180.5
227	305	-111.5
228	305	-111.5
229	354	-62.5
230	354	-62.5
231	325	0.5
232	325	0.5
233	353	62.5
234	353	62.5
235	307	111.5
236	307	111.5
237	254	146.5
238	254	146.5
239	204	169.5
240	154	181.5
241	106	181.5
242	63	171.5
243	28	153.5
244	1	130.5
245	-17	105.5
246	-28	80.5
247	-32	57.5
248	-31	38.5
249	-16	47.5
250	1	50.5
251	19	47.5
252	33	38.5
253	51	42.5
254	75	43.5
255	102	37.5
256	130	23.5
257	157	0.5
258	180	-30.5
259	198	-72.5
260	207	-117.5
261	204	-168.5
262	189	-223.5
263	189	-223.5
264	254	-144.5
265	254	-144.5
266	250	-89.5
267	290	-49.5
268	290	-49.5
269	265	0.5
270	289	51.5
271	289	51.5
272	250	90.5
273	206	118.5
274	161	135.5
275	118	139.5
276	79	135.5
277	46	122.5
278	19	105.5
279	1	85.5
280	-11	65.5
281	12	65.5
282	34	57.5
283	56	65.5
284	83	69.5
285	114	65.5
286	148	53.5
287	181	31.5
288	210	0.5
289	234	-41.5
290	235	42.5
291	198	72.5
292	158	90.5
293	120	100.5
294	85	100.5
295	54	93.5
296	30	80.5
